"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85930346459512","9.62636126157822","13.9669079129736","8.80000229815208","9.8972579995383","9.52937131880005","9.87694921780921","11.1049155369612","11.9648272324739","22.0185694314846","18.6763957559636","18.3128189345981","17.8614078066918","16.3270491787546","16.6491646925979","18.0268407541102","17.7342235057518","18.0330189489986","19.7113750362956","17.9044403119024","14.1327412207052","13.1074641622004","13.3477448043078","11.9427022461299","11.218920400048","10.497461130014","",
"American Samoa","ASM","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.85111555223504","3.4831911209206","3.09479916985613","3.00739594801342","2.72777845716082","0.632780004651663","0.543744360985416","2.1730555819844","2.02706941921255","0.577419051351802","1.41081311693852","1.40123090652838","2.5768107387468","2.40073668029815","2.09869128719972","2.95780317401564","1.74883233355922","1.91175943985781","1.91378263338259","1.78945763939175","1.66937364229978","1.58317581006926","1.59323222110786","1.68185464150352","1.75830649139607","1.78375082204179","1.73809343613613","1.78825882234923","2.56680488349973","2.3374418648223","1.85896916668247","1.63626757248435","2.04043579694529","2.18990792749106","2.65138573813749","",
"Australia","AUS","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","0.436217181662476","0.389291284349588","0.439870810541341","0.439431670260681","0.346992192296021","0.294467466807862","0.290451779511376","0.295816308923417","0.350646995349382","0.367416391862933","0.420971166193726","0.418591205436828","0.397280866825816","0.507671960327368","0.493881880234097","0.558790579966272","0.577593734502328","0.737203449656281","0.798380480588814","0.801373648036236","0.761124572107601","0.762472118270802","0.591769133844436","0.35301996995025","0.395581681099422","0.119290426218083","0.129121900598618","0.123757897369283","0.125583287999405","0.13667796152575","0.124726594005669","0.128400241732808","0.117802229407994","0.139406284416597","0.134284327617386","0.135295835358842","0.135754549636786","0.15713368727312","0.144629505714503","0.143813266772859","0.162468659359851","0.175210937690113","0.155532076009173","0.154944830078976","0.158749507724347","0.161021576059522","0.170454142632132","0.150874541790754","0.130303033179173","0.125880610019693","0.0893915021802543","",
"Austria","AUT","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","0.107831375644199","0.138646768586412","0.164319259315653","0.178193518030853","0.230035526262846","0.217796120866933","0.245084028112776","0.230839596637358","0.24822571393924","0.268333654661534","0.298230939408431","0.315209965825805","0.309588544956215","0.297428684413014","0.290739179934894","0.290243906159338","0.306007882964945","0.322414724007848","0.336707610452295","0.352745118211161","0.381364545664119","0.444420639610174","0.417925319204455","0.403914380182724","0.41513263831744","0.420025595990855","0.414874480003022","0.430043329061259","0.649057912346131","0.833009037628173","0.914653940677579","0.898188196463553","0.926015564079401","0.951733308746682","0.836266636322658","0.731908788541496","0.748534358037465","0.74915987772446","0.738292894783719","0.772025962897409","0.760560226838844","0.753049860156759","0.739661765108523","0.758152968757866","0.732040880467405","0.749691914800791","0.729485625640817","0.708653137908878","0.66406039318799","0.666719023164242","0.692510346983535","",
"Azerbaijan","AZE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12410254006936","0.129016667020969","0.131138007121328","0.141553717374876","1.18940976397976","1.08352331658931","1.82428347693581","2.61899855505155","2.14322213251242","2.34526858221378","4.70518162507486","3.7659749047807","3.83576948043934","3.1079832753655","2.83269988904962","2.66549763240316","2.8704068123344","2.85600974724032","2.33692601835619","2.45390566525627","2.39280087237955","1.69841599796112","2.77341367685654","2.60181166658343","2.64699324657026","3.2864567961961","",
"Burundi","BDI","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00456527293965937","0.00640599104033665","0.000900832165748199","0.0140059747459062","0.226153088733619","1.5847802103971","1.6976689702367","2.03339979175853","1.99000667405335","1.98398357334873","2.07934582243435","1.64436301152839","1.18500386715518","1.243411832968","1.81678142092348","1.87228251480813","1.64108826614815","",
"Belgium","BEL","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","1.00839781577857","0.926563757740722","0.911182981101882","0.944694653684342","0.89568738729108","0.898116558064477","0.906020723819235","0.909198233149806","0.97353481560073","0.935864905309426","0.947373760174762","0.915203598681065","0.853573660694923","0.881165995137899","1.6664234307954","1.74504806529481","1.88710007274987","1.90628957474287","2.03841256676887","1.88369939227352","1.71398735629275","1.7718518088758","1.71301110813877","1.6262051495013","1.72970095198795","1.69118708877619","1.66141614657148","1.75500262016461","1.81655249139261","1.77742921075937","1.78481779747509","1.7804555291479","1.90941240927213","2.02561362151017","2.29499342168828","2.28358794989032","2.24113675269775","2.25161494257737","2.24133516221153","2.27142806556155","2.26348844537198","2.26574343730607","2.27452262450408","2.29108850494933","2.27468416105363","2.43321257886401","",
"Benin","BEN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","1.33100638604322","2.59888856688582","4.0147406857542","5.22380008881616","6.05442016542065","6.14733292067451","5.47960564009351","4.80250284059324","2.91454676583509","4.00287476806874","4.00195969699648","3.85270331835697","3.80376042558724","3.85465647282369","4.38925644843015","6.07979992158208","5.15567424073337","5.93879778377428","8.04020486581232","4.78747897453705","5.59935526456326","4.55987526519278","3.59651794865579","3.09070332855971","3.63238748532078","2.04021920393945","2.43967229319828","2.26566060451507","1.81453497606495","1.03567959565762","1.01961631012011","2.23731848376496","2.7817839101085","2.94763493926589","2.12371095398625","1.29851181718108","1.46370300155765","1.61021781717829","1.86479545456813","1.98756670280948","2.29333822353907","1.88309227661166","1.87568711748412","1.54134904332324","1.39347023160174","1.50776730150049","1.30737197005899","",
"Burkina Faso","BFA","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","4.78481065295071","5.06978776558428","5.22484963197892","5.31701760917567","5.2911031155386","6.27225259052809","7.79952875789817","8.63595831831108","6.28699780135713","7.07464081146386","6.18117766964479","8.11094112179934","9.41045343582061","7.31190571010839","7.14928312735039","5.93592314912938","4.50368628291228","3.60338645694756","3.83752649712351","3.66373135819041","4.23929426581314","3.28546803680164","2.93864972590492","3.01678972020554","2.55525433065674","2.05051991562693","2.26842024725886","1.5645679684461","1.62143722619693","1.13372741974851","0.814744365497763","0.921925928664024","1.03852021700958","1.10725465331844","1.05531201197596","1.01975412438624","1.19156013261199","1.82998832899287","1.67168597554298","2.29442584641875","2.84234067056705","3.25372239742687","3.09641269463161","2.95484878930478","2.86751559334037","2.88816393892116","2.92527946978682","",
"Bangladesh","BGD","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","0.185440982243288","0.817260573667425","0.869126601591419","1.09947588420206","1.86716193243749","1.88176746993774","2.84184798595121","3.64817267991137","2.64653898029897","2.25541714853454","2.64665008029442","3.07765209527122","2.87302744951296","2.63354549726464","2.4648939475822","2.48523337346491","2.87540936210898","3.03732522639564","3.40813403881952","3.16729631986545","2.89557515603607","3.1641028158335","3.2125653790456","3.52403766089633","3.68659677566545","3.89794627098135","5.22266923917607","5.30538820275249","5.50437314918371","6.21301842032865","7.55720506353742","8.24288491228715","9.7571612861557","10.2662760920969","9.41212564836714","9.38375824821049","10.5879402191359","9.24522456255296","8.66905286201495","7.8407010940311","5.11780949593373","4.59633003534742","4.84357745505584","5.22831715329013","5.81747052517421","",
"Bulgaria","BGR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.337556957892995","0.447155021314491","0.337148962458736","0.312079040596592","0.439651078531238","5.82508145528341","7.17528816170526","8.12715424951316","6.58604066560408","5.39990332343822","4.99256987183294","3.81387073802731","3.52440624914008","3.05976046433925","2.62994434776602","2.57148965306956","2.66824515987816","2.98684082623658","2.95143769955143","2.94344471812451","3.08702442888149","3.70542310028998","3.62885142309645","3.39890568922198","1.36633125800686","",
"Bahrain","BHR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.195168838101","39.9677881693325","28.3965750460105","25.8589056203318","22.2288653894742","20.4516547120261","20.2135442142475","18.1568245769171","16.7042816649148","17.0255095012511","14.2191227659515","12.0759214508159","10.6091172731046","10.5028651227649","10.7176978486839","10.7745503620565","11.3525966248862","11.1043897577804","10.913821152344","11.1558391995248","11.2148961329751","11.5466225592709","9.57517455494771","",
"Belarus","BLR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00245685282873096","0.00267880631231158","0.203969506519608","0.63224891706066","0.329124117438596","0.354092465972904","0.510772078845656","0.896610533841336","0.543917266438404","0.552272335997368","0.920472968538048","1.03437763793262","0.657451154269977","0.725761035487656","0.636741511630181","0.959951552806516","0.990288216097678","1.00537392251114","1.44208530651435","1.6032554704778","1.60668924545448","1.56228906020122","1.64999447779948","2.04640739765558","2.29102503872406","2.40841179303089","2.20277561175102","1.64857176348007","",
"Belize","BLZ","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","8.27961499610402","9.89918582892997","10.5336628083147","6.88409856428303","5.29533032041109","5.94635207243589","4.4772161185893","3.50781931807769","3.80862608490401","2.94534878552559","2.23097879632608","2.23984462201161","2.68833961911293","3.46785716522689","3.39553646573991","3.33230876458505","2.98872784455248","3.25816876961976","2.87851220410833","3.24519839522964","3.18158307251316","4.02115876474533","5.26871486747325","5.69858530233909","5.65500760343123","5.95017992056796","5.62959518568989","5.13515285418594","4.95939521363562","4.70347684890178","4.79205987174586","4.88629844121014","5.37979019125984","4.8899229788668","4.9014274741675","4.97708461090699","7.61107523738817","",
"Bermuda","BMU","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","19.2462565104167","21.4295583284077","19.9252130003497","20.2233616642","19.0129001022245","18.617914945364","18.669495581299","18.9442100543097","20.824527732703","21.7203796852555","20.9559707375665","21.0849716681847","20.0216026349101","20.8424125114086","22.8738482471532","",
"Bolivia","BOL","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","0.0512448086043866","0.0557718199463","0.053216669769421","0.0226175590289325","0.0308540769019336","0.0797745005798722","0.0482649785282898","0.0922057337747817","0.0940111441227898","0.111580645423849","0.202051867036298","0.197794083306859","0.0978768207153861","0.180238303697292","0.0945027601039699","0.063631396095943","0.0673294075270807","0.0732386510880731","0.0752351743050335","0.0804143365222543","0.144653890608044","1.07120234449126","1.0403003966973","1.15870997295242","1.51073257334195","1.66160253802958","1.42812234680867","1.95693236935285","2.39995243012735","3.52955604267509","5.26528953546234","8.04384028026712","6.80518383772234","6.10109847905471","4.88667055237071","4.35252343870871","4.10025014391943","3.91834762999268","3.56697642694154","3.60894254325227","3.67293280792535","3.75379354564215","3.44592381350509","3.26594853352319","3.07541011203655","",
"Brazil","BRA","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","0.0634657458522922","0.0528827810197316","0.034591460397625","0.0564213919891758","0.032981201854162","0.0467578112821041","0.0480591888135254","0.0210088591442216","0.0152908015456378","0.0244239175581779","0.022711307797121","0.0185289297351777","0.017682871510206","0.0123639900440365","0.0345793283915525","0.146650222526177","0.323984268911935","0.545723885079055","0.338586558757261","0.393627459716483","0.383708840299973","0.242113829026541","0.177987830028304","0.143103421111572","0.250315990583017","0.205903536568475","0.258742172210844","0.393057981355301","0.409627706284062","0.42022394617453","0.31463117664421","0.296775255250524","0.236608710154855","0.214793373160804","0.173315292286652","0.139566673272217","0.122874992832936","0.112933640360437","0.109901884067416","0.107811943323856","0.160741907858317","0.152575419129491","0.130785143713183","0.153030293309736","0.171549777929764","0.246189651988287","",
"Barbados","BRB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","2.60849243736928","2.29079563855767","2.2137531911531","2.01980349490017","2.11617735532821","2.11825703610866","0.898960253747804","0.991738749761133","0.777542306029829","0.683647812383013","0.772149104308084","0.578204382140907","0.6977847858062","1.65457005625986","1.76250785871059","1.59508302354399","1.88357482276474","2.2345029054451","2.78487480838017","2.68254101018581","2.65880197662556","2.7469874411303","2.87691207404291","3.081992039801","3.07942596187787","3.34369732187974","3.69995097238111","4.25437878539859","4.02578464509899","4.06605390247702","3.78889741660618","2.47297876161801","2.07111895406579","2.96692261286566","2.11415328650122","2.56347680697761","1.80728679857532","3.16236089104693","3.30404925441854","4.08320492419164","4.01837998377694","4.19156058940509","3.25915942830048","1.70981376048529","2.12499846998461","2.04211603730191","2.30976399948532","",
"Brunei Darussalam","BRN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00724644903294177","",
"Bhutan","BTN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.255881077506791","0.251050072386256","0.289045886607725","0.394379643793207","0.534465585782496","0.588629016621363","1.01863364413445","0.672143173566942","0.74943168881208","0.981060363887474","1.59073182093492","1.76111843306185","2.37644832926341","2.23448050724054","3.6034324273035","",
"Botswana","BWA","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","12.1453144486408","16.507619517668","15.2538534601341","9.73565218182964","7.10859181079766","7.28858975327148","6.94459015293589","5.55975391619071","4.7671622515375","4.02851135204643","2.80539577878969","2.67485777318564","2.76398798140006","2.06792430587307","1.60135025398508","2.25744507376109","2.11778835648851","2.26680291093259","1.78567870254633","1.64060684050826","1.16972160787646","0.892342764740947","0.815223325323238","0.756835235712353","0.480652192745538","0.320314533204561","0.326209843847268","0.350687968310519","0.363562942230812","0.878109958487206","1.18707136286911","1.02446441304713","0.842774187772316","0.427801690116522","0.148133163588081","0.174566998168377","0.132946293861676","0.125891089486592","0.241611445289493","0.294628672815751","0.221269340411156","0.163251279573896","0.242140114874979","0.261967927896275","0.355536479973951","0.238551471613159","",
"Central African Republic","CAF","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.387538287615285","0.161851494663205","","0.00475059513769554","0.00158898338260274","0.00488003076979214","0.00318724673373656","0.00331628458135681","0.00246403005018217","0.00191295004257562","0.0018007267021007","0.00172225492775541","0.00177830168431184","0.0056085967351139","0.0102942341814867","0.0106489757138617","0.0124274042139192","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Canada","CAN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0805338835459524","0.0887149473232967","0.0751654322967429","0.0781472293782224","0.0968629477374525","0.0744601776108418","0.0827068712182574","0.0835231205643071","0.0750710176451684","0.0806146549270693","0.0795882712229774","0.0822952290790777","0.0801649824196723","0.0836716563310317","0.0870378903831614","0.0741436713060295","0.0684395668583124","0.0686186551035798","0.0723784507605154","0.0748334365365903","0.0818662480322062","0.0843801895863589","0.0768939488154854","0.0750910157999639","0.0753025969932129","0.049946563290965","",
"Central Europe and the Baltics","CEB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.385129289365089","0.516668010200479","0.502493257464794","0.510043719627978","0.581941732005195","0.524608918880328","0.852365605249991","0.989356407739657","1.0129321899764","1.16508373941382","1.56107790538142","1.78532184573739","1.91843287464422","1.82855714066428","1.65566480141879","1.58809321737638","1.52448361809077","1.52018818976479","1.58924090155343","2.05311564128213","2.10254967172844","2.22181711463355","2.30436084161832","2.26495987498979","2.15138168611284","2.20137763905053","1.99537650763804","",
"Switzerland","CHE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","0.49624434980571","0.394269370130953","0.457722527848592","0.480409687398952","0.452600146421958","0.448846493450919","0.409174776631052","0.390785989175605","0.382999965949311","0.36254316072441","0.347254797425383","0.36683097229968","0.372878930005372","0.386263319897074","0.4018568094384","0.417177251042298","0.408363687814808","0.409419913556686","0.403769928558741","0.409196346889417","0.35553496812619","0.409446189195112","0.395072988181236","0.422321256744016","0.418055455751065","0.409344440874715","0.404500271534345","0.363825986540928","0.388341687926362","0.419494743843929","0.413404040350526","0.362203356642117","0.349716255582227","0.341924877690271","0.327638781327533","0.358467178199344","0.362865381482804","0.367904660760853","0.346784242455879","0.348377089491135","0.390940348225441","",
"Channel Islands","CHI","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","0.00491256633178895","0.00509618346074413","0.00564879666659658","0.00211740496696586","0.00224664498212603","0.000384021194492738","0.00434990847887046","0.00120795241013955","","","","","","","","","","0.0169968303093504","0.0166393817997586","0.0176399729434521","0.015423308940783","0.0117078019077651","0","0","0","0","0.0303000134980454","0.0287072165684102","0.0282286485291149","0.026959784975936","0.0256486376660539","0.0233660335055792","0.0243270230202015","0.0258930782858433","0.0240774951806411","0.0236480103701157","0.0249018568207578","0.0280645388409167","",
"China","CHN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","0.301000001670038","0.234950644841302","0.15503189426014","0.0875639686727539","0.148052537850591","0.0835394053923006","0.10447773529576","0.0543063111426256","0.054298379826764","0.101681567707581","0.145082502599815","0.141968875349251","0.151862933794386","0.0476483563353985","0.193575265307527","0.477223495795926","0.0334291149531087","0.0484461904844737","0.0625817442571237","0.0902645859601829","0.160012947363066","0.27858611913449","0.339644071455744","0.145980385816034","0.156950791768286","0.192463945266883","0.198866702526882","0.18051795036013","0.224013041592313","0.219405034503147","0.200013634337266","0.185886625718285","0.285523157008015","0.299276924522559","0.239318232804679","0.232940938260747","0.174925688115236","0.12811199701309","0.128517632593667","",
"Cote d'Ivoire","CIV","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","0.311563816254179","0.30520644767061","0.253378398608579","0.280457754724492","0.308499106175852","0.316293841429474","0.366588198620084","0.382047832814066","0.39527205619097","0.364609501623728","0.344519618512316","0.390973032414617","0.425502625976542","0.415782145761215","0.363029464895954","0.411658474503739","0.395264530691283","0.443997118854164","0.521142093776898","1.32806839503649","1.37322954324223","0.813470519877251","0.75566230100929","0.726656962198717","0.728953179450973","0.719752295119641","0.690072081590444","0.665170422575946","0.666314374701497","0.677134427483999","0.679116865888245","0.660207850779822","0.643032797988295","0.586067185623259","0.93353808812931","1.07006724393881","1.08226534875569","1.01119243299711","0.899851493270709","0.792773241388248","0.734223987826301","0.713938342260782","0.596348339541658","0.572381203710915","0.560802250011425","0.536520387454773","",
"Cameroon","CMR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","0.0587721237964416","0.440363173332065","0.434201824118707","0.287687040320307","0.407563011912322","0.202816907507243","0.143010960620849","0.200186620669671","0.0979117381143872","0.100700015854436","0.295750204042439","0.186709621737504","0.0619723329252538","0.207179298664625","0.125706991829757","0.128068174175653","0.103445712912758","0.120880848179575","0.125717030718937","0.200143716040894","0.133187851787142","0.209150324607132","0.153664196429075","0.237221996154689","0.472217455028643","0.54917732982044","0.394770661551398","0.621977559769506","0.700261284882349","0.586936820785688","0.662701037578448","0.41796244354709","0.716734400455765","0.697752541929883","0.723802312654541","0.778687701685072","0.750404353516995","0.79537735006808","0.877599433113354","0.834431984006953","0.896248768538196","0.818776605855341","",
